leg,journee,date,hour,match,win_type,score,available,winner
Second Leg,,25 mars 2026,00:30,Philadelphia Flyers - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,8 mars 2026,22:00,Ottawa Senators - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,16 mars 2026,00:00,Montreal Canadiens - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,16 mars 2026,00:30,Minnesota Wild - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,16 mars 2026,01:00,Edmonton Oilers - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,16 mars 2026,01:00,Seattle Kraken - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,17 mars 2026,00:00,Detroit Red Wings - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,17 mars 2026,00:00,New Jersey Devils - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,17 mars 2026,00:00,New York Rangers - Los Angeles Kings,Regular Time,No Score,yes,
Second Leg,,17 mars 2026,01:00,Dallas Stars - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,17 mars 2026,02:30,Colorado Avalanche - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,18 mars 2026,00:00,Toronto Maple Leafs - New York Islanders,Regular Time,No Score,yes,
Second Leg,,18 mars 2026,00:00,Montreal Canadiens - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,18 mars 2026,00:00,Columbus Blue Jackets - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,18 mars 2026,00:30,Chicago Blackhawks - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,6 mars 2026,01:00,Winnipeg Jets - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,18 mars 2026,02:00,Edmonton Oilers - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,18 mars 2026,03:00,Vancouver Canucks - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,18 mars 2026,03:00,Vegas Golden Knights - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,19 mars 2026,00:00,New York Rangers - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,19 mars 2026,00:30,Washington Capitals - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,19 mars 2026,02:30,Colorado Avalanche - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,19 mars 2026,02:30,Calgary Flames - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,19 mars 2026,03:00,Anaheim Ducks - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,20 mars 2026,00:00,Boston Bruins - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,20 mars 2026,00:00,Ottawa Senators - New York Islanders,Regular Time,No Score,yes,
Second Leg,,20 mars 2026,00:00,Detroit Red Wings - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,20 mars 2026,00:00,Columbus Blue Jackets - New York Rangers,Regular Time,No Score,yes,
Second Leg,,20 mars 2026,00:30,Minnesota Wild - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,1 mars 2026,01:00,Nashville Predators - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,20 mars 2026,02:00,Edmonton Oilers - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,1 mars 2026,03:00,Vegas Golden Knights - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,28 mars 2026,03:00,San Jose Sharks - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,00:00,Toronto Maple Leafs - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,00:00,Washington Capitals - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,01:30,Chicago Blackhawks - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,02:00,Calgary Flames - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,03:00,Utah Mammoth - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,18:00,Pittsburgh Penguins - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,13 mars 2026,19:00,Nashville Predators - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,21:00,Minnesota Wild - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,21:00,Los Angeles Kings - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,21:00,San Jose Sharks - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,21 mars 2026,22:00,Columbus Blue Jackets - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,22 mars 2026,00:00,Montreal Canadiens - New York Islanders,Regular Time,No Score,yes,
Second Leg,,22 mars 2026,00:00,Ottawa Senators - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,22 mars 2026,00:00,Vancouver Canucks - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,11 mars 2026,01:00,Detroit Red Wings - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,23 mars 2026,00:00,New York Islanders - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,24 mars 2026,00:30,New York Rangers - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,25 mars 2026,00:00,Montreal Canadiens - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,25 mars 2026,00:00,Detroit Red Wings - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,25 mars 2026,00:00,New York Islanders - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,25 mars 2026,00:00,Pittsburgh Penguins - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,25 mars 2026,00:00,Florida Panthers - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,25 mars 2026,00:00,Boston Bruins - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,26 mars 2026,00:00,Buffalo Sabres - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,26 mars 2026,00:30,Toronto Maple Leafs - New York Rangers,Regular Time,No Score,yes,
Second Leg,,27 mars 2026,00:00,Montreal Canadiens - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,27 mars 2026,00:00,Ottawa Senators - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,11 mars 2026,00:00,New York Islanders - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,23 mars 2026,02:00,Calgary Flames - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,28 mars 2026,00:00,Buffalo Sabres - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,28 mars 2026,00:00,New York Rangers - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,15 mars 2026,22:00,Carolina Hurricanes - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,00:00,Nashville Predators - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,00:00,St.Louis Blues - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,00:00,Colorado Avalanche - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,01:00,Detroit Red Wings - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,25 mars 2026,03:00,Los Angeles Kings - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,04:00,Calgary Flames - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,04:30,Vegas Golden Knights - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,19:00,New York Rangers - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,23:00,Carolina Hurricanes - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,29 mars 2026,23:00,Columbus Blue Jackets - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,30 mars 2026,01:00,New Jersey Devils - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,30 mars 2026,01:00,Philadelphia Flyers - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,31 mars 2026,01:00,New York Islanders - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,31 mars 2026,02:30,Colorado Avalanche - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,31 mars 2026,04:00,Vegas Golden Knights - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,31 mars 2026,04:00,Anaheim Ducks - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,31 mars 2026,04:00,San Jose Sharks - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,1 avril 2026,01:00,New York Rangers - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,1 avril 2026,01:00,Buffalo Sabres - New York Islanders,Regular Time,No Score,yes,
Second Leg,,2 avril 2026,02:30,Colorado Avalanche - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,2 avril 2026,03:00,Los Angeles Kings - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,2 avril 2026,04:00,San Jose Sharks - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,3 avril 2026,01:00,Ottawa Senators - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,8 avril 2026,04:00,Seattle Kraken - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,4 avril 2026,01:00,New York Islanders - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,4 avril 2026,04:00,Anaheim Ducks - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,4 avril 2026,18:30,New York Rangers - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,4 avril 2026,19:00,Ottawa Senators - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,4 avril 2026,21:00,Dallas Stars - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,3 avril 2026,23:00,Pittsburgh Penguins - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,01:00,New Jersey Devils - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,01:00,Washington Capitals - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,01:00,Carolina Hurricanes - New York Islanders,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,01:00,Vancouver Canucks - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,01:00,Los Angeles Kings - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,01:00,Columbus Blue Jackets - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,04:00,San Jose Sharks - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,04:00,Edmonton Oilers - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,04:00,Anaheim Ducks - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,04:00,Seattle Kraken - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,19:00,Detroit Red Wings - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,21:00,Pittsburgh Penguins - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,21:30,Philadelphia Flyers - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,5 avril 2026,23:00,Ottawa Senators - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,6 avril 2026,01:00,Montreal Canadiens - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,6 avril 2026,01:00,New York Rangers - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,6 avril 2026,03:30,Colorado Avalanche - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,14 avril 2026,04:00,San Jose Sharks - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,1 avril 2026,01:00,Montreal Canadiens - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,8 avril 2026,01:00,Detroit Red Wings - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,8 avril 2026,01:00,New Jersey Devils - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,8 avril 2026,01:00,Carolina Hurricanes - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,9 avril 2026,01:00,New York Rangers - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,9 avril 2026,01:30,Toronto Maple Leafs - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,9 avril 2026,04:00,San Jose Sharks - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,10 avril 2026,00:45,New York Islanders - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,10 avril 2026,01:00,Buffalo Sabres - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,14 avril 2026,22:00,Los Angeles Kings - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,12 avril 2026,01:00,Toronto Maple Leafs - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,12 avril 2026,01:00,Montreal Canadiens - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,12 avril 2026,01:00,Winnipeg Jets - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,12 avril 2026,01:00,Seattle Kraken - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,12 avril 2026,02:00,Colorado Avalanche - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,12 avril 2026,04:00,San Jose Sharks - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,12 avril 2026,21:00,Washington Capitals - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,13 avril 2026,00:00,New York Islanders - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,13 avril 2026,00:00,Columbus Blue Jackets - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,13 avril 2026,01:00,New Jersey Devils - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,13 avril 2026,02:00,Anaheim Ducks - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,10 avril 2026,03:00,Calgary Flames - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,14 avril 2026,01:00,Florida Panthers - New York Rangers,Regular Time,No Score,yes,
Second Leg,,14 avril 2026,01:00,Philadelphia Flyers - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,01:00,Philadelphia Flyers - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,01:00,New York Islanders - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,01:00,Columbus Blue Jackets - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,01:00,Boston Bruins - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,02:00,Minnesota Wild - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,03:00,Utah Mammoth - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,03:00,Calgary Flames - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,03:30,St.Louis Blues - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,15 avril 2026,04:00,Vancouver Canucks - Los Angeles Kings,Regular Time,No Score,yes,
Second Leg,,16 avril 2026,01:00,Buffalo Sabres - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,10 avril 2026,01:00,Florida Panthers - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,17 avril 2026,02:00,Utah Mammoth - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,10 avril 2026,02:00,Nashville Predators - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,17 avril 2026,02:00,Winnipeg Jets - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,17 avril 2026,03:00,Calgary Flames - Los Angeles Kings,Regular Time,No Score,yes,
Second Leg,,8 avril 2026,03:00,Edmonton Oilers - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,17 avril 2026,04:30,Colorado Avalanche - Seattle Kraken,Regular Time,No Score,yes,
